20190101	438.60
20190109	522.71
20190110	533.80
20190113	563.72
20190116	579.53
20190120	622.26
20190121	628.18
20190122	637.99
20190123	672.67
20190126	699.61
20190129	724.54
20190219	778.68
20190220	791.91
20190222	800.62
20190223	814.85
20190224	835.74
20190225	839.65
20190227	844.72
20190306	870.76
20190310	885.27
20190315	913.98
20190326	931.26
20190330	952.14
